studyid,workflowid,groupid,numerator,denominator,metric,score,flag,snapshot_date
AA-AA-000-0000,kri0001,71,32,7509,0.0042615528033027,-0.759035582912769,0,2018-09-01
AA-AA-000-0000,kri0001,178,6,1429,0.00419874037788663,-0.537617558879733,0,2018-09-01
AA-AA-000-0000,kri0001,14,3,738,0.0040650406504065,-0.49014177177436,0,2018-09-01
AA-AA-000-0000,kri0001,188,9,2032,0.00442913385826772,-0.443849062668278,0,2018-09-01
AA-AA-000-0000,kri0001,57,6,1356,0.00442477876106195,-0.406215113875826,0,2018-09-01
AA-AA-000-0000,kri0001,100,6,1354,0.00443131462333826,-0.402549020342764,0,2018-09-01
AA-AA-000-0000,kri0001,186,15,3203,0.00468310958476428,-0.276793427991639,0,2018-09-01
AA-AA-000-0000,kri0001,160,24,5134,0.00467471756914686,-0.265716759094479,0,2018-09-01
AA-AA-000-0000,kri0001,44,16,3357,0.00476616026213881,-0.2065214214236,0,2018-09-01
AA-AA-000-0000,kri0001,49,13,2717,0.00478468899521531,-0.202632703306951,0,2018-09-01
AA-AA-000-0000,kri0001,124,13,2632,0.00493920972644377,-0.0910683073807044,0,2018-09-01
AA-AA-000-0000,kri0001,27,15,3034,0.00494396835860251,-0.0721259393281674,0,2018-09-01
AA-AA-000-0000,kri0001,66,4,754,0.00530503978779841,-0.00632513488865063,0,2018-09-01
AA-AA-000-0000,kri0001,48,3,531,0.00564971751412429,0.0789224167893269,0,2018-09-01
AA-AA-000-0000,kri0001,52,6,1094,0.00548446069469835,0.108988900532677,0,2018-09-01
AA-AA-000-0000,kri0001,185,8,1470,0.0054421768707483,0.136846317251502,0,2018-09-01
AA-AA-000-0000,kri0001,107,11,2025,0.0054320987654321,0.195711336965552,0,2018-09-01
AA-AA-000-0000,kri0001,46,4,673,0.00594353640416048,0.208299928012667,0,2018-09-01
AA-AA-000-0000,kri0001,78,4,673,0.00594353640416048,0.208299928012667,0,2018-09-01
AA-AA-000-0000,kri0001,174,20,3734,0.00535618639528656,0.308270069938458,0,2018-09-01
AA-AA-000-0000,kri0001,7,37,7176,0.00515607580824972,0.346453674420863,0,2018-09-01
AA-AA-000-0000,kri0001,98,8,1346,0.00594353640416048,0.369145103055667,0,2018-09-01
AA-AA-000-0000,kri0001,68,15,2679,0.00559910414333707,0.384507296400271,0,2018-09-01
AA-AA-000-0000,kri0001,166,67,13419,0.00499292048587823,0.406793502268746,0,2018-09-01
AA-AA-000-0000,kri0001,118,64,12776,0.0050093926111459,0.408208284647007,0,2018-09-01
AA-AA-000-0000,kri0001,70,12,2020,0.00594059405940594,0.503582937515291,0,2018-09-01
AA-AA-000-0000,kri0001,164,27,4932,0.00547445255474453,0.524072511266994,0,2018-09-01
AA-AA-000-0000,kri0001,159,4,560,0.00714285714285714,0.539651589573234,0,2018-09-01
AA-AA-000-0000,kri0001,129,9,1423,0.00632466619817287,0.574376493002669,0,2018-09-01
AA-AA-000-0000,kri0001,136,11,1765,0.00623229461756374,0.615733763912172,0,2018-09-01
AA-AA-000-0000,kri0001,12,5,624,0.00801282051282051,0.841984473643968,0,2018-09-01
AA-AA-000-0000,kri0001,139,201,41429,0.00485167394820054,0.925780285895864,0,2018-09-01
AA-AA-000-0000,kri0001,87,6,750,0.008,0.934552131246327,0,2018-09-01
AA-AA-000-0000,kri0001,163,15,2282,0.00657318141980719,0.947344395465412,0,2018-09-01
AA-AA-000-0000,kri0001,181,14,2089,0.00670177118238392,0.969750350141518,0,2018-09-01
AA-AA-000-0000,kri0001,183,11,1513,0.00727032385988103,1.06584271912202,0,2018-09-01
AA-AA-000-0000,kri0001,5,153,30252,0.00505751685838953,1.1583254447027,0,2018-09-01
AA-AA-000-0000,kri0001,111,12,1597,0.00751408891671885,1.22161956276191,0,2018-09-01
AA-AA-000-0000,kri0001,122,39,6484,0.00601480567550895,1.25275598023384,0,2018-09-01
AA-AA-000-0000,kri0001,179,21,3130,0.00670926517571885,1.25931131659846,0,2018-09-01
AA-AA-000-0000,kri0001,151,17,2376,0.00715488215488216,1.33185115209295,0,2018-09-01
AA-AA-000-0000,kri0001,165,3,219,0.0136986301369863,1.35173661824544,0,2018-09-01
AA-AA-000-0000,kri0001,135,25,3676,0.00680087051142546,1.46444240744187,0,2018-09-01
AA-AA-000-0000,kri0001,40,12,1456,0.00824175824175824,1.49039076996699,0,2018-09-01
AA-AA-000-0000,kri0001,189,119,22173,0.00536688765615839,1.51541230536031,0,2018-09-01
AA-AA-000-0000,kri0001,138,31,4705,0.00658873538788523,1.51989503097838,0,2018-09-01
AA-AA-000-0000,kri0001,20,7,675,0.0103703703703704,1.57942535438643,0,2018-09-01
AA-AA-000-0000,kri0001,55,7,673,0.0104011887072808,1.58554338033278,0,2018-09-01
AA-AA-000-0000,kri0001,130,15,1876,0.00799573560767591,1.59839662231577,0,2018-09-01
AA-AA-000-0000,kri0001,190,33,4955,0.00665993945509586,1.6350052955145,0,2018-09-01
AA-AA-000-0000,kri0001,60,18,2298,0.00783289817232376,1.70468692000666,0,2018-09-01
AA-AA-000-0000,kri0001,82,12,1345,0.00892193308550186,1.71519249050638,0,2018-09-01
AA-AA-000-0000,kri0001,112,14,1596,0.0087719298245614,1.8204708771327,0,2018-09-01
AA-AA-000-0000,kri0001,182,10,1000,0.01,1.83417477063731,0,2018-09-01
AA-AA-000-0000,kri0001,65,9,847,0.0106257378984652,1.87161100155887,0,2018-09-01
AA-AA-000-0000,kri0001,80,31,4370,0.00709382151029748,1.87577766460019,0,2018-09-01
AA-AA-000-0000,kri0001,42,8,672,0.0119047619047619,1.99856011893486,0,2018-09-01
AA-AA-000-0000,kri0001,47,21,2522,0.00832672482157018,2.09736267143641,0,2018-09-01
AA-AA-000-0000,kri0001,116,16,1739,0.00920069005175388,2.11757641943433,0,2018-09-01
AA-AA-000-0000,kri0001,31,10,841,0.0118906064209275,2.25338780109716,0,2018-09-01
AA-AA-000-0000,kri0001,119,15,1514,0.00990752972258917,2.26889436954251,0,2018-09-01
AA-AA-000-0000,kri0001,94,142,24999,0.00568022720908836,2.34767080985714,0,2018-09-01
AA-AA-000-0000,kri0001,39,25,2957,0.0084545147108556,2.37998515136072,0,2018-09-01
AA-AA-000-0000,kri0001,171,9,671,0.0134128166915052,2.39393874895888,0,2018-09-01
AA-AA-000-0000,kri0001,4,46,6192,0.00742894056847545,2.6438597581077,0,2018-09-01
AA-AA-000-0000,kri0001,133,31,3699,0.00838064341713977,2.65062781372002,0,2018-09-01
AA-AA-000-0000,kri0001,162,16,1346,0.0118870728083209,2.90716459794958,0,2018-09-01
AA-AA-000-0000,kri0001,128,28,2961,0.00945626477541371,3.01304934558328,0,2018-09-01
AA-AA-000-0000,kri0001,15,32,3550,0.00901408450704225,3.03111027553047,0,2018-09-01
AA-AA-000-0000,kri0001,59,48,5719,0.00839307571253716,3.40797256300936,0,2018-09-01
AA-AA-000-0000,kri0001,105,25,2180,0.0114678899082569,3.56870484550966,0,2018-09-01
AA-AA-000-0000,kri0001,170,134,20714,0.0064690547455827,3.58246614190081,0,2018-09-01
AA-AA-000-0000,kri0001,64,29,2690,0.0107806691449814,3.61792235645663,0,2018-09-01
AA-AA-000-0000,kri0001,134,42,4554,0.00922266139657444,3.64775434967047,0,2018-09-01
AA-AA-000-0000,kri0001,145,2,4,0.5,3.65983524962082,0,2018-09-01
AA-AA-000-0000,kri0001,62,154,23569,0.00653400653400653,4.00868502781104,0,2018-09-01
AA-AA-000-0000,kri0001,22,36,3366,0.0106951871657754,4.03529520113455,0,2018-09-01
AA-AA-000-0000,kri0001,8,127,17767,0.00714808352563742,4.42419016828447,0,2018-09-01
AA-AA-000-0000,kri0001,132,15,671,0.022354694485842,4.48252731660853,0,2018-09-01
AA-AA-000-0000,kri0001,146,57,5983,0.00952699314725054,4.51623041985442,0,2018-09-01
AA-AA-000-0000,kri0002,28,10,1755,0.0056980056980057,7.82616518206485,2,2018-09-01
AA-AA-000-0000,kri0002,86,0,15047,0,-2.14973722176727,0,2018-09-01
AA-AA-000-0000,kri0002,61,0,13556,0,-2.01919926986337,0,2018-09-01
AA-AA-000-0000,kri0002,118,0,12776,0,-1.94862632764891,0,2018-09-01
AA-AA-000-0000,kri0002,77,0,12743,0,-1.9456031365181,0,2018-09-01
AA-AA-000-0000,kri0002,91,0,11534,0,-1.8325874824445,0,2018-09-01
AA-AA-000-0000,kri0002,189,1,22173,4.50998962702386e-05,-1.65977573709948,0,2018-09-01
AA-AA-000-0000,kri0002,141,0,9390,0,-1.61974328269311,0,2018-09-01
AA-AA-000-0000,kri0002,17,0,9328,0,-1.61331432852618,0,2018-09-01
AA-AA-000-0000,kri0002,170,1,20714,4.82765279521097e-05,-1.52992231912052,0,2018-09-01
AA-AA-000-0000,kri0002,71,0,7509,0,-1.41632713971723,0,2018-09-01
AA-AA-000-0000,kri0002,155,0,7322,0,-1.39504584804694,0,2018-09-01
AA-AA-000-0000,kri0002,67,0,7214,0,-1.38265607884778,0,2018-09-01
AA-AA-000-0000,kri0002,7,0,7176,0,-1.37827911172715,0,2018-09-01
AA-AA-000-0000,kri0002,156,0,6566,0,-1.30669828367741,0,2018-09-01
AA-AA-000-0000,kri0002,34,0,6550,0,-1.30478579127785,0,2018-09-01
AA-AA-000-0000,kri0002,104,0,6524,0,-1.30167400409619,0,2018-09-01
AA-AA-000-0000,kri0002,122,0,6484,0,-1.29687694356784,0,2018-09-01
AA-AA-000-0000,kri0002,8,1,17767,5.62841222491135e-05,-1.25206822116346,0,2018-09-01
AA-AA-000-0000,kri0002,113,0,5894,0,-1.22468716606454,0,2018-09-01
AA-AA-000-0000,kri0002,30,0,5558,0,-1.1822836264071,0,2018-09-01
AA-AA-000-0000,kri0002,152,0,5385,0,-1.16005177894675,0,2018-09-01
AA-AA-000-0000,kri0002,157,0,5335,0,-1.15357343702667,0,2018-09-01
AA-AA-000-0000,kri0002,160,0,5134,0,-1.12728187714666,0,2018-09-01
AA-AA-000-0000,kri0002,131,0,4991,0,-1.10832579027499,0,2018-09-01
AA-AA-000-0000,kri0002,13,0,4586,0,-1.05342353557302,0,2018-09-01
AA-AA-000-0000,kri0002,134,0,4554,0,-1.04900457937483,0,2018-09-01
AA-AA-000-0000,kri0002,83,0,4471,0,-1.03748468514991,0,2018-09-01
AA-AA-000-0000,kri0002,80,0,4370,0,-1.02335055896076,0,2018-09-01
AA-AA-000-0000,kri0002,23,0,3948,0,-0.962824389272801,0,2018-09-01
AA-AA-000-0000,kri0002,35,0,3738,0,-0.931743611740103,0,2018-09-01
AA-AA-000-0000,kri0002,174,0,3734,0,-0.931144919474964,0,2018-09-01
AA-AA-000-0000,kri0002,187,0,3719,0,-0.928897536979705,0,2018-09-01
AA-AA-000-0000,kri0002,133,0,3699,0,-0.925895383486547,0,2018-09-01
AA-AA-000-0000,kri0002,147,0,3684,0,-0.923639509036818,0,2018-09-01
AA-AA-000-0000,kri0002,135,0,3676,0,-0.922434875078072,0,2018-09-01
AA-AA-000-0000,kri0002,177,0,3614,0,-0.913063174392672,0,2018-09-01
AA-AA-000-0000,kri0002,172,2,21638,9.24299842869027e-05,-0.908811245025193,0,2018-09-01
AA-AA-000-0000,kri0002,127,0,3586,0,-0.908809750750757,0,2018-09-01
AA-AA-000-0000,kri0002,184,0,3558,0,-0.904543032802483,0,2018-09-01
AA-AA-000-0000,kri0002,15,0,3550,0,-0.903321508264506,0,2018-09-01
AA-AA-000-0000,kri0002,97,0,3545,0,-0.90255749671625,0,2018-09-01
AA-AA-000-0000,kri0002,153,0,3516,0,-0.898117707457895,0,2018-09-01
AA-AA-000-0000,kri0002,44,0,3357,0,-0.873510264045384,0,2018-09-01
AA-AA-000-0000,kri0002,176,0,3344,0,-0.871477952870389,0,2018-09-01
AA-AA-000-0000,kri0002,109,0,3284,0,-0.862056833143322,0,2018-09-01
AA-AA-000-0000,kri0002,186,0,3203,0,-0.84922845954089,0,2018-09-01
AA-AA-000-0000,kri0002,27,0,3034,0,-0.822037893223001,0,2018-09-01
AA-AA-000-0000,kri0002,39,0,2957,0,-0.809449104576298,0,2018-09-01
AA-AA-000-0000,kri0002,96,0,2874,0,-0.795731717346938,0,2018-09-01
AA-AA-000-0000,kri0002,166,1,13419,7.45212012817647e-05,-0.79222778399415,0,2018-09-01
AA-AA-000-0000,kri0002,144,0,2793,0,-0.782191358479842,0,2018-09-01
AA-AA-000-0000,kri0002,106,0,2774,0,-0.77899260211854,0,2018-09-01
AA-AA-000-0000,kri0002,49,0,2717,0,-0.76934338184917,0,2018-09-01
AA-AA-000-0000,kri0002,142,0,2693,0,-0.765256382677546,0,2018-09-01
AA-AA-000-0000,kri0002,73,0,2687,0,-0.764232361357427,0,2018-09-01
AA-AA-000-0000,kri0002,68,0,2679,0,-0.762865576876778,0,2018-09-01
AA-AA-000-0000,kri0002,10,1,13112,7.62660158633313e-05,-0.756847833799073,0,2018-09-01
AA-AA-000-0000,kri0002,124,0,2632,0,-0.754802528991209,0,2018-09-01
AA-AA-000-0000,kri0002,143,2,20038,9.98103603154007e-05,-0.751699750945107,0,2018-09-01
AA-AA-000-0000,kri0002,47,0,2522,0,-0.73570321661149,0,2018-09-01
AA-AA-000-0000,kri0002,151,0,2376,0,-0.709830723112247,0,2018-09-01
AA-AA-000-0000,kri0002,102,0,2355,0,-0.706057688216864,0,2018-09-01
AA-AA-000-0000,kri0002,60,0,2298,0,-0.695748197746227,0,2018-09-01
AA-AA-000-0000,kri0002,163,0,2282,0,-0.692835995881424,0,2018-09-01
AA-AA-000-0000,kri0002,120,0,2271,0,-0.690829121489507,0,2018-09-01
AA-AA-000-0000,kri0002,101,0,2237,0,-0.684601351814005,0,2018-09-01
AA-AA-000-0000,kri0002,161,0,2222,0,-0.681841790654922,0,2018-09-01
AA-AA-000-0000,kri0002,105,0,2180,0,-0.67407512901885,0,2018-09-01
AA-AA-000-0000,kri0002,81,0,2129,0,-0.664563310216578,0,2018-09-01
AA-AA-000-0000,kri0002,19,0,2116,0,-0.662124214771572,0,2018-09-01
AA-AA-000-0000,kri0002,53,0,2096,0,-0.658360033155605,0,2018-09-01
AA-AA-000-0000,kri0002,181,0,2089,0,-0.657039181519116,0,2018-09-01
AA-AA-000-0000,kri0002,188,0,2032,0,-0.646217035603121,0,2018-09-01
AA-AA-000-0000,kri0002,107,0,2025,0,-0.64487968367198,0,2018-09-01
AA-AA-000-0000,kri0002,70,0,2020,0,-0.643923300828741,0,2018-09-01
AA-AA-000-0000,kri0002,32,0,2013,0,-0.642582773840709,0,2018-09-01
AA-AA-000-0000,kri0002,25,0,1915,0,-0.623615385130638,0,2018-09-01
AA-AA-000-0000,kri0002,130,0,1876,0,-0.615959647068484,0,2018-09-01
AA-AA-000-0000,kri0002,136,0,1765,0,-0.593814112585324,0,2018-09-01
AA-AA-000-0000,kri0002,116,0,1739,0,-0.588547174976087,0,2018-09-01
AA-AA-000-0000,kri0002,3,0,1666,0,-0.573588308213436,0,2018-09-01
AA-AA-000-0000,kri0002,115,0,1652,0,-0.570689773504093,0,2018-09-01
AA-AA-000-0000,kri0002,111,0,1597,0,-0.559206342802898,0,2018-09-01
AA-AA-000-0000,kri0002,112,0,1596,0,-0.558996102897734,0,2018-09-01
AA-AA-000-0000,kri0002,150,0,1591,0,-0.557944112633932,0,2018-09-01
AA-AA-000-0000,kri0002,119,0,1514,0,-0.541572870204177,0,2018-09-01
AA-AA-000-0000,kri0002,183,0,1513,0,-0.541358096065877,0,2018-09-01
AA-AA-000-0000,kri0002,185,0,1470,0,-0.532068423903628,0,2018-09-01
AA-AA-000-0000,kri0002,40,0,1456,0,-0.529020520164479,0,2018-09-01
AA-AA-000-0000,kri0002,168,0,1437,0,-0.524865278022324,0,2018-09-01
AA-AA-000-0000,kri0002,41,0,1430,0,-0.523328871104787,0,2018-09-01
AA-AA-000-0000,kri0002,178,0,1429,0,-0.523109139268047,0,2018-09-01
AA-AA-000-0000,kri0002,129,0,1423,0,-0.521789455400459,0,2018-09-01
AA-AA-000-0000,kri0002,16,0,1411,0,-0.51914339715777,0,2018-09-01
AA-AA-000-0000,kri0002,57,0,1356,0,-0.506898675672757,0,2018-09-01
AA-AA-000-0000,kri0002,100,0,1354,0,-0.506449709977203,0,2018-09-01
AA-AA-000-0000,kri0002,18,0,1350,0,-0.505550982664968,0,2018-09-01
AA-AA-000-0000,kri0002,162,0,1346,0,-0.504651190454091,0,2018-09-01
AA-AA-000-0000,kri0002,98,0,1346,0,-0.504651190454091,0,2018-09-01
AA-AA-000-0000,kri0002,82,0,1345,0,-0.50442607549227,0,2018-09-01
AA-AA-000-0000,kri0002,148,0,1328,0,-0.500588827801636,0,2018-09-01
AA-AA-000-0000,kri0002,52,0,1094,0,-0.445599305255957,0,2018-09-01
AA-AA-000-0000,kri0002,182,0,1000,0,-0.422202735877462,0,2018-09-01
AA-AA-000-0000,kri0002,92,1,10166,9.83671060397403e-05,-0.390579816091283,0,2018-09-01
AA-AA-000-0000,kri0002,65,0,847,0,-0.382143902498155,0,2018-09-01
AA-AA-000-0000,kri0002,85,1,10099,9.90197049212793e-05,-0.381587526384001,0,2018-09-01
AA-AA-000-0000,kri0002,31,0,841,0,-0.380516463274295,0,2018-09-01
AA-AA-000-0000,kri0002,36,0,840,0,-0.380244772858524,0,2018-09-01
AA-AA-000-0000,kri0002,45,0,775,0,-0.362297207769992,0,2018-09-01
AA-AA-000-0000,kri0002,110,0,759,0,-0.35778818610611,0,2018-09-01
AA-AA-000-0000,kri0002,180,0,757,0,-0.357221898904313,0,2018-09-01
AA-AA-000-0000,kri0002,38,0,757,0,-0.357221898904313,0,2018-09-01
AA-AA-000-0000,kri0002,126,0,754,0,-0.356371345653053,0,2018-09-01
AA-AA-000-0000,kri0002,66,0,754,0,-0.356371345653053,0,2018-09-01
AA-AA-000-0000,kri0002,87,0,750,0,-0.355235167725037,0,2018-09-01
AA-AA-000-0000,kri0002,14,0,738,0,-0.35181201436623,0,2018-09-01
AA-AA-000-0000,kri0002,158,0,708,0,-0.343155344548751,0,2018-09-01
AA-AA-000-0000,kri0002,175,0,679,0,-0.334646736039865,0,2018-09-01
AA-AA-000-0000,kri0002,20,0,675,0,-0.333461833035388,0,2018-09-01
AA-AA-000-0000,kri0002,6,0,674,0,-0.333165169187166,0,2018-09-01
AA-AA-000-0000,kri0002,123,0,673,0,-0.332868329372497,0,2018-09-01
AA-AA-000-0000,kri0002,46,0,673,0,-0.332868329372497,0,2018-09-01
AA-AA-000-0000,kri0002,55,0,673,0,-0.332868329372497,0,2018-09-01
AA-AA-000-0000,kri0002,78,0,673,0,-0.332868329372497,0,2018-09-01
AA-AA-000-0000,kri0002,117,0,672,0,-0.332571313225305,0,2018-09-01
AA-AA-000-0000,kri0002,42,0,672,0,-0.332571313225305,0,2018-09-01
AA-AA-000-0000,kri0002,33,0,670,0,-0.331976750462521,0,2018-09-01
AA-AA-000-0000,kri0002,72,0,667,0,-0.331083574597054,0,2018-09-01
AA-AA-000-0000,kri0002,99,0,662,0,-0.329591371985018,0,2018-09-01
AA-AA-000-0000,kri0002,159,0,560,0,-0.298091447814355,0,2018-09-01
AA-AA-000-0000,kri0002,48,0,531,0,-0.288725856129692,0,2018-09-01
AA-AA-000-0000,kri0002,69,1,8744,0.000114364135407136,-0.191744113958035,0,2018-09-01
AA-AA-000-0000,kri0002,75,1,7621,0.0001312163758037,-0.0208351888511597,0,2018-09-01
AA-AA-000-0000,kri0002,63,1,7603,0.000131527028804419,-0.0179775829139382,0,2018-09-01
AA-AA-000-0000,kri0002,145,0,4,0,-0.0153445395620774,0,2018-09-01
AA-AA-000-0000,kri0002,62,4,23569,0.000169714455428741,0.0198577206819263,0,2018-09-01
AA-AA-000-0000,kri0002,149,1,7178,0.000139314572304263,0.050708977974368,0,2018-09-01
AA-AA-000-0000,kri0002,54,2,12817,0.000156042755715066,0.0676191663965922,0,2018-09-01
AA-AA-000-0000,kri0002,43,4,23066,0.000173415416630538,0.0712680334697767,0,2018-09-01
AA-AA-000-0000,kri0002,4,1,6192,0.000161498708010336,0.220170877970931,0,2018-09-01
AA-AA-000-0000,kri0002,146,1,5983,0.000167140230653518,0.258177584393296,0,2018-09-01
AA-AA-000-0000,kri0002,137,1,5789,0.000172741406115046,0.294197807674545,0,2018-09-01
AA-AA-000-0000,kri0002,190,1,4955,0.000201816347124117,0.458291477004407,0,2018-09-01
AA-AA-000-0000,kri0002,164,1,4932,0.000202757502027575,0.463054888653916,0,2018-09-01
AA-AA-000-0000,kri0002,138,1,4705,0.000212539851222104,0.510842761262706,0,2018-09-01
AA-AA-000-0000,kri0002,114,1,4678,0.000213766566908935,0.516623666814882,0,2018-09-01
AA-AA-000-0000,kri0002,26,1,4660,0.000214592274678112,0.520489437056509,0,2018-09-01
AA-AA-000-0000,kri0002,76,2,9390,0.000212992545260916,0.55731893256928,0,2018-09-01
AA-AA-000-0000,kri0002,121,1,4456,0.000224416517055655,0.564984542341899,0,2018-09-01
AA-AA-000-0000,kri0002,29,1,4346,0.000230096640589047,0.589520980012334,0,2018-09-01
AA-AA-000-0000,kri0002,56,4,18146,0.000220434255483302,0.614636853162562,0,2018-09-01
AA-AA-000-0000,kri0002,89,1,3521,0.000284010224368077,0.787839665271474,0,2018-09-01
AA-AA-000-0000,kri0002,94,6,24999,0.000240009600384015,0.798465887154929,0,2018-09-01
AA-AA-000-0000,kri0002,22,1,3366,0.00029708853238265,0.828422375318703,0,2018-09-01
AA-AA-000-0000,kri0002,51,2,7513,0.000266205244243312,0.874842507011647,0,2018-09-01
AA-AA-000-0000,kri0002,103,1,3100,0.00032258064516129,0.901069559759276,0,2018-09-01
AA-AA-000-0000,kri0002,128,1,2961,0.000337723741979061,0.940705001802,0,2018-09-01
AA-AA-000-0000,kri0002,64,1,2690,0.000371747211895911,1.02175462525538,0,2018-09-01
AA-AA-000-0000,kri0002,5,8,30252,0.000264445325928864,1.06909026861374,0,2018-09-01
AA-AA-000-0000,kri0002,11,2,6494,0.000307976593778873,1.06916262128926,0,2018-09-01
AA-AA-000-0000,kri0002,139,11,41429,0.000265514494677641,1.08000967037509,0,2018-09-01
AA-AA-000-0000,kri0002,84,1,2126,0.000470366886171214,1.21040419553451,0,2018-09-01
AA-AA-000-0000,kri0002,59,2,5719,0.000349711488022382,1.23085391946281,0,2018-09-01
AA-AA-000-0000,kri0002,9,1,1606,0.00062266500622665,1.41865263584945,0,2018-09-01
AA-AA-000-0000,kri0002,140,14,48028,0.000291496626967602,1.42950850306603,0,2018-09-01
AA-AA-000-0000,kri0002,167,4,10471,0.000382007449145258,1.69200596134981,0,2018-09-01
AA-AA-000-0000,kri0002,132,1,671,0.0014903129657228,1.97582398001132,0,2018-09-01
AA-AA-000-0000,kri0002,171,1,671,0.0014903129657228,1.97582398001132,0,2018-09-01
AA-AA-000-0000,kri0002,12,1,624,0.0016025641025641,2.01718715932919,0,2018-09-01
AA-AA-000-0000,kri0002,58,6,14386,0.000417072153482552,2.11578491500468,0,2018-09-01
AA-AA-000-0000,kri0002,154,1,407,0.00245700245700246,2.24824675736024,0,2018-09-01
AA-AA-000-0000,kri0002,173,8,19720,0.000405679513184584,2.25146653646368,0,2018-09-01
AA-AA-000-0000,kri0002,165,1,219,0.0045662100456621,2.5516722050864,0,2018-09-01
AA-AA-000-0000,kri0002,50,4,6044,0.000661813368630046,2.58785180737033,0,2018-09-01
AA-AA-000-0000,kri0002,179,3,3130,0.000958466453674122,2.75304708775973,0,2018-09-01
AA-AA-000-0000,kri0003,68,52,2852,0.0182328190743338,7.85013193599041,2,2018-09-01
AA-AA-000-0000,kri0003,92,106,10653,0.0099502487562189,8.54111848541946,2,2018-09-01
AA-AA-000-0000,kri0003,114,73,4976,0.0146704180064309,8.62233274464185,2,2018-09-01
AA-AA-000-0000,kri0003,75,92,7957,0.0115621465376398,8.64045961549389,2,2018-09-01
AA-AA-000-0000,kri0003,173,223,20748,0.0107480239059186,14.5382274873321,2,2018-09-01
AA-AA-000-0000,kri0003,94,9,26286,0.000342387582743666,-10.5443821726674,-2,2018-09-01
AA-AA-000-0000,kri0003,56,17,19049,0.000892435298440863,-7.11498264550118,-2,2018-09-01
AA-AA-000-0000,kri0003,134,49,4824,0.0101575456053068,5.15032376148925,1,2018-09-01
AA-AA-000-0000,kri0003,186,44,3396,0.0129564193168433,5.77540057842359,1,2018-09-01
AA-AA-000-0000,kri0003,4,1,6566,0.000152299725860493,-6.77691264756719,-1,2018-09-01
AA-AA-000-0000,kri0003,5,48,31992,0.00150037509377344,-5.75087431428169,-1,2018-09-01
AA-AA-000-0000,kri0003,91,13,12408,0.00104771115409413,-5.74294586251143,-1,2018-09-01
AA-AA-000-0000,kri0003,118,15,13401,0.00111931945377211,-5.68367522708754,-1,2018-09-01
AA-AA-000-0000,kri0003,69,8,9175,0.000871934604904632,-5.63039588885772,-1,2018-09-01
AA-AA-000-0000,kri0003,156,5,6832,0.000731850117096019,-5.38983215493374,-1,2018-09-01
AA-AA-000-0000,kri0003,121,2,4670,0.000428265524625268,-5.28578280891698,-1,2018-09-01
AA-AA-000-0000,kri0003,142,0,2831,0,-5.23563773709493,-1,2018-09-01
AA-AA-000-0000,kri0003,177,1,3792,0.000263713080168776,-5.20561849395274,-1,2018-09-01
AA-AA-000-0000,kri0003,124,0,2751,0,-5.1746338046165,-1,2018-09-01
AA-AA-000-0000,kri0003,128,1,3213,0.000311235605353252,-4.79149806512592,0,2018-09-01
AA-AA-000-0000,kri0003,97,2,3717,0.000538068334678504,-4.65389241192122,0,2018-09-01
AA-AA-000-0000,kri0003,188,0,2117,0,-4.64904909533318,0,2018-09-01
AA-AA-000-0000,kri0003,59,7,6053,0.00115645134643978,-4.34990246794893,0,2018-09-01
AA-AA-000-0000,kri0003,147,3,3883,0.000772598506309555,-4.33914364005473,0,2018-09-01
AA-AA-000-0000,kri0003,115,0,1757,0,-4.30791943093539,0,2018-09-01
AA-AA-000-0000,kri0003,58,26,15101,0.00172174028210052,-4.22743014643635,0,2018-09-01
AA-AA-000-0000,kri0003,151,1,2480,0.000403225806451613,-4.19291708505253,0,2018-09-01
AA-AA-000-0000,kri0003,164,6,5193,0.00115540150202195,-4.14153800394228,0,2018-09-01
AA-AA-000-0000,kri0003,80,5,4575,0.00109289617486339,-4.07170223881043,0,2018-09-01
AA-AA-000-0000,kri0003,82,0,1422,0,-3.95098194488621,0,2018-09-01
AA-AA-000-0000,kri0003,152,8,5572,0.00143575017946877,-3.77017834772678,0,2018-09-01
AA-AA-000-0000,kri0003,176,4,3536,0.00113122171945701,-3.68391539954882,0,2018-09-01
AA-AA-000-0000,kri0003,61,27,13980,0.001931330472103,-3.64289430488659,0,2018-09-01
AA-AA-000-0000,kri0003,163,2,2387,0.000837871805613741,-3.56399112309068,0,2018-09-01
AA-AA-000-0000,kri0003,103,4,3256,0.00122850122850123,-3.45921093236167,0,2018-09-01
AA-AA-000-0000,kri0003,66,0,796,0,-3.11658321692289,0,2018-09-01
AA-AA-000-0000,kri0003,120,3,2406,0.00124688279301746,-3.11137057552223,0,2018-09-01
AA-AA-000-0000,kri0003,18,1,1430,0.000699300699300699,-3.09245811138264,0,2018-09-01
AA-AA-000-0000,kri0003,46,0,738,0,-3.0216562148346,0,2018-09-01
AA-AA-000-0000,kri0003,12,0,723,0,-2.99639347933717,0,2018-09-01
AA-AA-000-0000,kri0003,33,0,713,0,-2.97937909180428,0,2018-09-01
AA-AA-000-0000,kri0003,42,0,702,0,-2.96049952805318,0,2018-09-01
AA-AA-000-0000,kri0003,137,12,5984,0.00200534759358289,-2.94503319284734,0,2018-09-01
AA-AA-000-0000,kri0003,133,7,3881,0.00180365885081165,-2.90869530452373,0,2018-09-01
