"studyid","workflowid","groupid","n","numerator","denominator","kri","score","flag"
"AA-AA-000-0000","kri0006","X105X",5,1,5,0.2,0.0425106711267399,-1
"AA-AA-000-0000","kri0006","X109X",5,1,5,0.2,0.0425106711267399,-1
"AA-AA-000-0000","kri0006","X143X",5,1,5,0.2,0.0425106711267399,-1
"AA-AA-000-0000","kri0006","X174X",5,1,5,0.2,0.0425106711267399,-1
"AA-AA-000-0000","kri0006","X175X",5,1,5,0.2,0.0425106711267399,-1
"AA-AA-000-0000","kri0006","X217X",6,0,6,0,0.00122880741461384,-1
"AA-AA-000-0000","kri0006","X016X",5,0,5,0,0.00376282477739263,-1
"AA-AA-000-0000","kri0006","X027X",4,0,4,0,0.011512394047262,-1
"AA-AA-000-0000","kri0006","X044X",4,0,4,0,0.011512394047262,-1
"AA-AA-000-0000","kri0006","X110X",4,0,4,0,0.011512394047262,-1
"AA-AA-000-0000","kri0006","X117X",4,0,4,0,0.011512394047262,-1
"AA-AA-000-0000","kri0006","X179X",4,0,4,0,0.011512394047262,-1
"AA-AA-000-0000","kri0006","X035X",3,0,3,0,0.0351916334829741,-1
"AA-AA-000-0000","kri0006","X063X",3,0,3,0,0.0351916334829741,-1
"AA-AA-000-0000","kri0006","X078X",3,0,3,0,0.0351916334829741,-1
"AA-AA-000-0000","kri0006","X107X",3,0,3,0,0.0351916334829741,-1
"AA-AA-000-0000","kri0006","X132X",3,0,3,0,0.0351916334829741,-1
"AA-AA-000-0000","kri0006","X150X",3,0,3,0,0.0351916334829741,-1
"AA-AA-000-0000","kri0006","X219X",3,0,3,0,0.0351916334829741,-1
"AA-AA-000-0000","kri0006","X158X",8,8,8,1,0.0592599548016463,0
"AA-AA-000-0000","kri0006","X015X",6,6,6,1,0.186483235966113,0
"AA-AA-000-0000","kri0006","X017X",4,4,4,1,0.309921602787706,0
"AA-AA-000-0000","kri0006","X218X",4,4,4,1,0.309921602787706,0
"AA-AA-000-0000","kri0006","X119X",3,3,3,1,0.555357982624108,0
"AA-AA-000-0000","kri0006","X120X",3,3,3,1,0.555357982624108,0
"AA-AA-000-0000","kri0006","X186X",3,3,3,1,0.555357982624108,0
"AA-AA-000-0000","kri0006","X030X",1,1,1,1,1,0
"AA-AA-000-0000","kri0006","X036X",2,2,2,1,1,0
"AA-AA-000-0000","kri0006","X080X",2,2,2,1,1,0
"AA-AA-000-0000","kri0006","X108X",1,1,1,1,1,0
"AA-AA-000-0000","kri0006","X135X",2,2,2,1,1,0
"AA-AA-000-0000","kri0006","X188X",2,2,2,1,1,0
"AA-AA-000-0000","kri0006","X191X",2,2,2,1,1,0
"AA-AA-000-0000","kri0006","X225X",1,1,1,1,1,0
"AA-AA-000-0000","kri0006","X145X",10,9,10,0.9,0.180749794068282,0
"AA-AA-000-0000","kri0006","X065X",8,7,8,0.875,0.285755019525658,0
"AA-AA-000-0000","kri0006","X116X",8,7,8,0.875,0.285755019525658,0
"AA-AA-000-0000","kri0006","X185X",8,7,8,0.875,0.285755019525658,0
"AA-AA-000-0000","kri0006","X153X",14,12,14,0.857142857142857,0.164438587553378,0
"AA-AA-000-0000","kri0006","X173X",14,12,14,0.857142857142857,0.164438587553378,0
"AA-AA-000-0000","kri0006","X075X",7,6,7,0.857142857142857,0.437818664666101,0
"AA-AA-000-0000","kri0006","X112X",7,6,7,0.857142857142857,0.437818664666101,0
"AA-AA-000-0000","kri0006","X097X",13,11,13,0.846153846153846,0.2424651996575,0
"AA-AA-000-0000","kri0006","X193X",19,16,19,0.842105263157895,0.14279265669869,0
"AA-AA-000-0000","kri0006","X081X",25,21,25,0.84,0.0865921631453395,0
"AA-AA-000-0000","kri0006","X018X",31,26,31,0.838709677419355,0.0534110704438305,0
"AA-AA-000-0000","kri0006","X053X",17,14,17,0.823529411764706,0.29838658782288,0
"AA-AA-000-0000","kri0006","X226X",17,14,17,0.823529411764706,0.29838658782288,0
"AA-AA-000-0000","kri0006","X202X",11,9,11,0.818181818181818,0.520514217773153,0
"AA-AA-000-0000","kri0006","X144X",10,8,10,0.8,0.513191018181988,0
"AA-AA-000-0000","kri0006","X023X",5,4,5,0.8,1,0
"AA-AA-000-0000","kri0006","X061X",5,4,5,0.8,1,0
"AA-AA-000-0000","kri0006","X076X",5,4,5,0.8,1,0
"AA-AA-000-0000","kri0006","X088X",5,4,5,0.8,1,0
"AA-AA-000-0000","kri0006","X013X",57,45,57,0.789473684210526,0.0630364381500132,0
"AA-AA-000-0000","kri0006","X192X",65,51,65,0.784615384615385,0.0598995700310643,0
"AA-AA-000-0000","kri0006","X033X",32,25,32,0.78125,0.254671749326372,0
"AA-AA-000-0000","kri0006","X002X",18,14,18,0.777777777777778,0.452798353775171,0
"AA-AA-000-0000","kri0006","X136X",9,7,9,0.777777777777778,0.72650622752479,0
"AA-AA-000-0000","kri0006","X010X",63,48,63,0.761904761904762,0.135782361004823,0
"AA-AA-000-0000","kri0006","X025X",21,16,21,0.761904761904762,0.486891888463059,0
"AA-AA-000-0000","kri0006","X099X",8,6,8,0.75,1,0
"AA-AA-000-0000","kri0006","X125X",4,3,4,0.75,1,0
"AA-AA-000-0000","kri0006","X151X",8,6,8,0.75,1,0
"AA-AA-000-0000","kri0006","X161X",4,3,4,0.75,1,0
"AA-AA-000-0000","kri0006","X194X",4,3,4,0.75,1,0
"AA-AA-000-0000","kri0006","X169X",66,49,66,0.742424242424242,0.234042603307514,0
"AA-AA-000-0000","kri0006","X159X",15,11,15,0.733333333333333,0.785215488965789,0
"AA-AA-000-0000","kri0006","X168X",37,27,37,0.72972972972973,0.596707440304216,0
"AA-AA-000-0000","kri0006","X057X",7,5,7,0.714285714285714,1,0
"AA-AA-000-0000","kri0006","X089X",7,5,7,0.714285714285714,1,0
"AA-AA-000-0000","kri0006","X154X",14,10,14,0.714285714285714,1,0
"AA-AA-000-0000","kri0006","X210X",7,5,7,0.714285714285714,1,0
"AA-AA-000-0000","kri0006","X141X",24,17,24,0.708333333333333,0.82872915484607,0
"AA-AA-000-0000","kri0006","X164X",10,7,10,0.7,1,0
"AA-AA-000-0000","kri0006","X196X",10,7,10,0.7,1,0
"AA-AA-000-0000","kri0006","X224X",10,7,10,0.7,1,0
"AA-AA-000-0000","kri0006","X095X",13,9,13,0.692307692307692,1,0
"AA-AA-000-0000","kri0006","X040X",45,31,45,0.688888888888889,0.873815620025014,0
"AA-AA-000-0000","kri0006","X166X",6,4,6,0.666666666666667,1,0
"AA-AA-000-0000","kri0006","X009X",9,6,9,0.666666666666667,1,0
"AA-AA-000-0000","kri0006","X014X",3,2,3,0.666666666666667,1,0
"AA-AA-000-0000","kri0006","X028X",3,2,3,0.666666666666667,1,0
"AA-AA-000-0000","kri0006","X082X",18,12,18,0.666666666666667,1,0
"AA-AA-000-0000","kri0006","X115X",3,2,3,0.666666666666667,1,0
"AA-AA-000-0000","kri0006","X157X",3,2,3,0.666666666666667,1,0
"AA-AA-000-0000","kri0006","X230X",18,12,18,0.666666666666667,1,0
"AA-AA-000-0000","kri0006","X055X",77,51,77,0.662337662337662,0.901873828276179,0
"AA-AA-000-0000","kri0006","X231X",26,17,26,0.653846153846154,0.835709788824692,0
"AA-AA-000-0000","kri0006","X037X",17,11,17,0.647058823529412,0.800148277525947,0
"AA-AA-000-0000","kri0006","X050X",45,29,45,0.644444444444444,0.748820903802382,0
"AA-AA-000-0000","kri0006","X209X",11,7,11,0.636363636363636,0.757425801203462,0
"AA-AA-000-0000","kri0006","X021X",30,19,30,0.633333333333333,0.696490115279071,0
"AA-AA-000-0000","kri0006","X130X",46,29,46,0.630434782608696,0.52996687335083,0
"AA-AA-000-0000","kri0006","X054X",16,10,16,0.625,0.790043039186764,0
"AA-AA-000-0000","kri0006","X090X",69,43,69,0.623188405797101,0.434884293658832,0
"AA-AA-000-0000","kri0006","X140X",45,28,45,0.622222222222222,0.521742384241324,0
"AA-AA-000-0000","kri0006","X068X",28,17,28,0.607142857142857,0.543774031353911,0
"AA-AA-000-0000","kri0006","X059X",20,12,20,0.6,0.481564092844792,0
"AA-AA-000-0000","kri0006","X152X",5,3,5,0.6,0.665393490433131,0
"AA-AA-000-0000","kri0006","X085X",17,10,17,0.588235294117647,0.447860659816448,0
"AA-AA-000-0000","kri0006","X029X",12,7,12,0.583333333333333,0.543861748318979,0
"AA-AA-000-0000","kri0006","X199X",14,8,14,0.571428571428571,0.406744517701041,0
"AA-AA-000-0000","kri0006","X038X",7,4,7,0.571428571428571,0.689983576625688,0
"AA-AA-000-0000","kri0006","X100X",7,4,7,0.571428571428571,0.689983576625688,0
"AA-AA-000-0000","kri0006","X129X",16,9,16,0.5625,0.42328027888265,0
"AA-AA-000-0000","kri0006","X072X",11,6,11,0.545454545454545,0.355250763625317,0
"AA-AA-000-0000","kri0006","X131X",11,6,11,0.545454545454545,0.355250763625317,0
"AA-AA-000-0000","kri0006","X133X",24,13,24,0.541666666666667,0.191467193396925,0
"AA-AA-000-0000","kri0006","X212X",6,3,6,0.5,0.400765601141157,0
"AA-AA-000-0000","kri0006","X203X",8,4,8,0.5,0.451018052427199,0
"AA-AA-000-0000","kri0006","X234X",2,1,2,0.5,0.548490924440689,0
"AA-AA-000-0000","kri0006","X064X",4,2,4,0.5,0.60158872492101,0
"AA-AA-000-0000","kri0006","X121X",4,2,4,0.5,0.60158872492101,0
"AA-AA-000-0000","kri0006","X207X",4,2,4,0.5,0.60158872492101,0
"AA-AA-000-0000","kri0006","X236X",21,10,21,0.476190476190476,0.0633147961775921,0
"AA-AA-000-0000","kri0006","X084X",12,5,12,0.416666666666667,0.0691316143778888,0
"AA-AA-000-0000","kri0006","X032X",5,2,5,0.4,0.338578321869386,0
"AA-AA-000-0000","kri0006","X048X",5,2,5,0.4,0.338578321869386,0
"AA-AA-000-0000","kri0006","X124X",5,2,5,0.4,0.338578321869386,0
"AA-AA-000-0000","kri0006","X058X",8,3,8,0.375,0.123576291835198,0
"AA-AA-000-0000","kri0006","X114X",8,3,8,0.375,0.123576291835198,0
"AA-AA-000-0000","kri0006","X204X",8,3,8,0.375,0.123576291835198,0
"AA-AA-000-0000","kri0006","X232X",6,2,6,0.333333333333333,0.0946661901976468,0
"AA-AA-000-0000","kri0006","X049X",3,1,3,0.333333333333333,0.252062912856764,0
"AA-AA-000-0000","kri0006","X103X",3,1,3,0.333333333333333,0.252062912856764,0
"AA-AA-000-0000","kri0006","X123X",3,1,3,0.333333333333333,0.252062912856764,0
"AA-AA-000-0000","kri0006","X070X",4,1,4,0.25,0.106229351790111,0
"AA-AA-000-0000","kri0006","X148X",4,1,4,0.25,0.106229351790111,0
"AA-AA-000-0000","kri0006","X031X",2,0,2,0,0.107482059940904,0
"AA-AA-000-0000","kri0006","X034X",2,0,2,0,0.107482059940904,0
"AA-AA-000-0000","kri0006","X071X",2,0,2,0,0.107482059940904,0
"AA-AA-000-0000","kri0006","X156X",2,0,2,0,0.107482059940904,0
"AA-AA-000-0000","kri0006","X195X",2,0,2,0,0.107482059940904,0
"AA-AA-000-0000","kri0006","X197X",2,0,2,0,0.107482059940904,0
"AA-AA-000-0000","kri0006","X223X",2,0,2,0,0.107482059940904,0
"AA-AA-000-0000","kri0006","X007X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X008X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X011X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X020X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X024X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X039X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X043X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X047X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X096X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X113X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X122X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X127X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X160X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X167X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X206X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X211X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X215X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X216X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X222X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000","kri0006","X228X",1,0,1,0,0.327986492190793,0
"AA-AA-000-0000",NA,"X112X",3,2,3,0.666666666666667,0.0235519057994005,1
"AA-AA-000-0000",NA,"X123X",3,2,3,0.666666666666667,0.0235519057994005,1
"AA-AA-000-0000",NA,"X181X",3,2,3,0.666666666666667,0.0235519057994005,1
"AA-AA-000-0000",NA,"X183X",5,3,5,0.6,0.00656867195235825,1
"AA-AA-000-0000",NA,"X232X",5,3,5,0.6,0.00656867195235825,1
"AA-AA-000-0000",NA,"X172X",7,3,7,0.428571428571429,0.0200336461843712,1
"AA-AA-000-0000",NA,"X153X",8,3,8,0.375,0.0299361074035176,1
"AA-AA-000-0000",NA,"X007X",1,1,1,1,0.0917501927525036,0
"AA-AA-000-0000",NA,"X036X",1,1,1,1,0.0917501927525036,0
"AA-AA-000-0000",NA,"X096X",1,1,1,1,0.0917501927525036,0
"AA-AA-000-0000",NA,"X127X",1,1,1,1,0.0917501927525036,0
"AA-AA-000-0000",NA,"X211X",1,1,1,1,0.0917501927525036,0
"AA-AA-000-0000",NA,"X216X",1,1,1,1,0.0917501927525036,0
"AA-AA-000-0000",NA,"X034X",2,1,2,0.5,0.175146587090822,0
"AA-AA-000-0000",NA,"X157X",2,1,2,0.5,0.175146587090822,0
"AA-AA-000-0000",NA,"X223X",2,1,2,0.5,0.175146587090822,0
"AA-AA-000-0000",NA,"X164X",5,2,5,0.4,0.0694339001680372,0
"AA-AA-000-0000",NA,"X100X",6,2,6,0.333333333333333,0.0980200623791134,0
"AA-AA-000-0000",NA,"X151X",6,2,6,0.333333333333333,0.0980200623791134,0
"AA-AA-000-0000",NA,"X078X",3,1,3,0.333333333333333,0.250943927736525,0
"AA-AA-000-0000",NA,"X107X",3,1,3,0.333333333333333,0.250943927736525,0
"AA-AA-000-0000",NA,"X132X",3,1,3,0.333333333333333,0.250943927736525,0
"AA-AA-000-0000",NA,"X145X",3,1,3,0.333333333333333,0.250943927736525,0
"AA-AA-000-0000",NA,"X150X",3,1,3,0.333333333333333,0.250943927736525,0
"AA-AA-000-0000",NA,"X219X",3,1,3,0.333333333333333,0.250943927736525,0
"AA-AA-000-0000",NA,"X227X",3,1,3,0.333333333333333,0.250943927736525,0
"AA-AA-000-0000",NA,"X029X",7,2,7,0.285714285714286,0.129214628857011,0
"AA-AA-000-0000",NA,"X154X",7,2,7,0.285714285714286,0.129214628857011,0
"AA-AA-000-0000",NA,"X037X",8,2,8,0.25,0.162307469341507,0
"AA-AA-000-0000",NA,"X027X",4,1,4,0.25,0.319829300688115,0
"AA-AA-000-0000",NA,"X048X",4,1,4,0.25,0.319829300688115,0
"AA-AA-000-0000",NA,"X089X",4,1,4,0.25,0.319829300688115,0
"AA-AA-000-0000",NA,"X099X",4,1,4,0.25,0.319829300688115,0
"AA-AA-000-0000",NA,"X124X",4,1,4,0.25,0.319829300688115,0
"AA-AA-000-0000",NA,"X136X",4,1,4,0.25,0.319829300688115,0
"AA-AA-000-0000",NA,"X133X",17,4,17,0.235294117647059,0.0627206343615447,0
"AA-AA-000-0000",NA,"X002X",9,2,9,0.222222222222222,0.196694975978175,0
"AA-AA-000-0000",NA,"X021X",20,4,20,0.2,0.103302473538572,0
"AA-AA-000-0000",NA,"X084X",10,2,10,0.2,0.231866747372182,0
"AA-AA-000-0000",NA,"X016X",5,1,5,0.2,0.382428150818131,0
"AA-AA-000-0000",NA,"X094X",5,1,5,0.2,0.382428150818131,0
"AA-AA-000-0000",NA,"X174X",5,1,5,0.2,0.382428150818131,0
"AA-AA-000-0000",NA,"X196X",5,1,5,0.2,0.382428150818131,0
"AA-AA-000-0000",NA,"X212X",5,1,5,0.2,0.382428150818131,0
"AA-AA-000-0000",NA,"X018X",11,2,11,0.181818181818182,0.267393789184309,0
"AA-AA-000-0000",NA,"X009X",6,1,6,0.166666666666667,0.439309768505937,0
"AA-AA-000-0000",NA,"X086X",33,5,33,0.151515151515152,0.218832064034809,0
"AA-AA-000-0000",NA,"X131X",7,1,7,0.142857142857143,0.490992291780756,0
"AA-AA-000-0000",NA,"X137X",7,1,7,0.142857142857143,0.490992291780756,0
"AA-AA-000-0000",NA,"X193X",7,1,7,0.142857142857143,0.490992291780756,0
"AA-AA-000-0000",NA,"X203X",7,1,7,0.142857142857143,0.490992291780756,0
"AA-AA-000-0000",NA,"X165X",8,1,8,0.125,0.537947266414934,0
"AA-AA-000-0000",NA,"X173X",8,1,8,0.125,0.537947266414934,0
"AA-AA-000-0000",NA,"X068X",16,2,16,0.125,0.652240592698896,0
"AA-AA-000-0000",NA,"X235X",9,1,9,0.111111111111111,0.580603802719531,0
"AA-AA-000-0000",NA,"X192X",27,3,27,0.111111111111111,0.731495039388576,0
"AA-AA-000-0000",NA,"X013X",20,2,20,0.1,0.704808087974833,0
"AA-AA-000-0000",NA,"X083X",20,2,20,0.1,0.704808087974833,0
"AA-AA-000-0000",NA,"X040X",22,2,22,0.0909090909090909,1,0
"AA-AA-000-0000",NA,"X098X",11,1,11,0.0909090909090909,1,0
"AA-AA-000-0000",NA,"X085X",12,1,12,0.0833333333333333,1,0
"AA-AA-000-0000",NA,"X129X",12,1,12,0.0833333333333333,1,0
"AA-AA-000-0000",NA,"X050X",27,2,27,0.0740740740740741,1,0
"AA-AA-000-0000",NA,"X102X",69,5,69,0.072463768115942,0.82924843563151,0
"AA-AA-000-0000",NA,"X033X",15,1,15,0.0666666666666667,1,0
"AA-AA-000-0000",NA,"X141X",15,1,15,0.0666666666666667,1,0
"AA-AA-000-0000",NA,"X231X",15,1,15,0.0666666666666667,1,0
"AA-AA-000-0000",NA,"X130X",33,2,33,0.0606060606060606,0.762099717921421,0
"AA-AA-000-0000",NA,"X236X",17,1,17,0.0588235294117647,1,0
"AA-AA-000-0000",NA,"X090X",36,2,36,0.0555555555555556,0.766815890763042,0
"AA-AA-000-0000",NA,"X140X",25,1,25,0.04,0.721637120258254,0
"AA-AA-000-0000",NA,"X010X",28,1,28,0.0357142857142857,0.506607904601491,0
"AA-AA-000-0000",NA,"X126X",28,1,28,0.0357142857142857,0.506607904601491,0
"AA-AA-000-0000",NA,"X128X",58,2,58,0.0344827586206897,0.160796079633412,0
"AA-AA-000-0000",NA,"X055X",43,1,43,0.0232558139534884,0.173058461659026,0
"AA-AA-000-0000",NA,"X169X",28,0,28,0,0.102397314002206,0
"AA-AA-000-0000",NA,"X201X",23,0,23,0,0.260291045721742,0
"AA-AA-000-0000",NA,"X168X",17,0,17,0,0.392252429248721,0
"AA-AA-000-0000",NA,"X053X",10,0,10,0,0.612514382947391,0
"AA-AA-000-0000",NA,"X082X",10,0,10,0,0.612514382947391,0
"AA-AA-000-0000",NA,"X180X",10,0,10,0,0.612514382947391,0
"AA-AA-000-0000",NA,"X025X",12,0,12,0,0.616403468851432,0
"AA-AA-000-0000",NA,"X059X",12,0,12,0,0.616403468851432,0
"AA-AA-000-0000",NA,"X081X",13,0,13,0,0.622597731903051,0
"AA-AA-000-0000",NA,"X008X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X011X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X015X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X017X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X020X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X024X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X030X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X035X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X039X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X043X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X047X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X049X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X063X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X064X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X065X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X073X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X080X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X088X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X103X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X108X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X113X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X119X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X120X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X121X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X122X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X135X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X158X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X160X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X167X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X188X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X191X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X194X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X206X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X207X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X214X",3,0,3,0,1,0
"AA-AA-000-0000",NA,"X215X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X218X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X222X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X225X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X228X",1,0,1,0,1,0
"AA-AA-000-0000",NA,"X014X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X023X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X028X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X031X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X032X",4,0,4,0,1,0
"AA-AA-000-0000",NA,"X038X",6,0,6,0,1,0
"AA-AA-000-0000",NA,"X044X",4,0,4,0,1,0
"AA-AA-000-0000",NA,"X054X",9,0,9,0,1,0
"AA-AA-000-0000",NA,"X057X",5,0,5,0,1,0
"AA-AA-000-0000",NA,"X058X",7,0,7,0,1,0
"AA-AA-000-0000",NA,"X061X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X070X",4,0,4,0,1,0
"AA-AA-000-0000",NA,"X071X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X072X",7,0,7,0,1,0
"AA-AA-000-0000",NA,"X075X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X076X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X093X",7,0,7,0,1,0
"AA-AA-000-0000",NA,"X095X",6,0,6,0,1,0
"AA-AA-000-0000",NA,"X097X",5,0,5,0,1,0
"AA-AA-000-0000",NA,"X105X",5,0,5,0,1,0
"AA-AA-000-0000",NA,"X109X",5,0,5,0,1,0
"AA-AA-000-0000",NA,"X110X",4,0,4,0,1,0
"AA-AA-000-0000",NA,"X114X",7,0,7,0,1,0
"AA-AA-000-0000",NA,"X115X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X116X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X117X",4,0,4,0,1,0
"AA-AA-000-0000",NA,"X125X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X143X",5,0,5,0,1,0
"AA-AA-000-0000",NA,"X144X",4,0,4,0,1,0
"AA-AA-000-0000",NA,"X148X",4,0,4,0,1,0
"AA-AA-000-0000",NA,"X152X",5,0,5,0,1,0
"AA-AA-000-0000",NA,"X156X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X159X",8,0,8,0,1,0
"AA-AA-000-0000",NA,"X161X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X166X",5,0,5,0,1,0
"AA-AA-000-0000",NA,"X175X",5,0,5,0,1,0
"AA-AA-000-0000",NA,"X179X",4,0,4,0,1,0
"AA-AA-000-0000",NA,"X185X",5,0,5,0,1,0
"AA-AA-000-0000",NA,"X186X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X195X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X197X",2,0,2,0,1,0
"AA-AA-000-0000",NA,"X199X",9,0,9,0,1,0
"AA-AA-000-0000",NA,"X202X",4,0,4,0,1,0
"AA-AA-000-0000",NA,"X204X",7,0,7,0,1,0
"AA-AA-000-0000",NA,"X209X",8,0,8,0,1,0
"AA-AA-000-0000",NA,"X210X",4,0,4,0,1,0
"AA-AA-000-0000",NA,"X217X",6,0,6,0,1,0
"AA-AA-000-0000",NA,"X224X",5,0,5,0,1,0
"AA-AA-000-0000",NA,"X226X",9,0,9,0,1,0
"AA-AA-000-0000",NA,"X230X",9,0,9,0,1,0
"AA-AA-000-0000",NA,"X234X",2,0,2,0,1,0
"AA-AA-000-0000","kri0008","X183X",5,4,5,0.8,0.000238253640842695,1
"AA-AA-000-0000","kri0008","X112X",3,2,3,0.666666666666667,0.0205689360469622,1
"AA-AA-000-0000","kri0008","X181X",3,2,3,0.666666666666667,0.0205689360469622,1
"AA-AA-000-0000","kri0008","X232X",5,3,5,0.6,0.00537393007715107,1
"AA-AA-000-0000","kri0008","X172X",7,3,7,0.428571428571429,0.0165493003356179,1
"AA-AA-000-0000","kri0008","X153X",8,3,8,0.375,0.0248476629072573,1
"AA-AA-000-0000","kri0008","X007X",1,1,1,1,0.0855821125674626,0
"AA-AA-000-0000","kri0008","X036X",1,1,1,1,0.0855821125674626,0
"AA-AA-000-0000","kri0008","X096X",1,1,1,1,0.0855821125674626,0
"AA-AA-000-0000","kri0008","X127X",1,1,1,1,0.0855821125674626,0
"AA-AA-000-0000","kri0008","X211X",1,1,1,1,0.0855821125674626,0
"AA-AA-000-0000","kri0008","X216X",1,1,1,1,0.0855821125674626,0
"AA-AA-000-0000","kri0008","X034X",2,1,2,0.5,0.163900311259602,0
"AA-AA-000-0000","kri0008","X125X",2,1,2,0.5,0.163900311259602,0
"AA-AA-000-0000","kri0008","X157X",2,1,2,0.5,0.163900311259602,0
"AA-AA-000-0000","kri0008","X223X",2,1,2,0.5,0.163900311259602,0
"AA-AA-000-0000","kri0008","X100X",6,2,6,0.333333333333333,0.0866992853776552,0
"AA-AA-000-0000","kri0008","X151X",6,2,6,0.333333333333333,0.0866992853776552,0
"AA-AA-000-0000","kri0008","X078X",3,1,3,0.333333333333333,0.235565998865921,0
"AA-AA-000-0000","kri0008","X107X",3,1,3,0.333333333333333,0.235565998865921,0
"AA-AA-000-0000","kri0008","X123X",3,1,3,0.333333333333333,0.235565998865921,0
"AA-AA-000-0000","kri0008","X132X",3,1,3,0.333333333333333,0.235565998865921,0
"AA-AA-000-0000","kri0008","X145X",3,1,3,0.333333333333333,0.235565998865921,0
"AA-AA-000-0000","kri0008","X150X",3,1,3,0.333333333333333,0.235565998865921,0
"AA-AA-000-0000","kri0008","X219X",3,1,3,0.333333333333333,0.235565998865921,0
"AA-AA-000-0000","kri0008","X227X",3,1,3,0.333333333333333,0.235565998865921,0
"AA-AA-000-0000","kri0008","X154X",7,2,7,0.285714285714286,0.11475927939447,0
"AA-AA-000-0000","kri0008","X203X",7,2,7,0.285714285714286,0.11475927939447,0
